record_type|record_id|source_year|source_file|source_sheet|row_number|category|entity_name|description|province|district|constituency|ward|zone|sector|project_site|status|amount_requested|amount_recommended|amount_approved|amount_disbursed|annual_fees|termly_fees|date_approved|date_disbursed|source_url|source_name|retrieved_at
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0067|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|73|empowerment_grant|tujatane womens club|village chicken|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0068|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|74|empowerment_grant|twafwane womens club|chicken broiler and layering|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0069|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|75|empowerment_grant|tuyumeyume womens club|goat keeping|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||40000|30000|30000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0070|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|76|empowerment_grant|penga ujane|chicken layers|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0071|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|77|empowerment_grant|tiyeseko womens club|village chicken|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0072|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|78|empowerment_grant|milliimo womens club|chicken layers|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0073|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|79|empowerment_grant|choolwe youth club|poultry|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0074|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|80|empowerment_grant|bwacha bwaumbuluka|poultry (black astrofy)|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||50000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0075|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|81|empowerment_grant|tusekeseke womens club|cattle rearing|LUSAKA|KAFUE|KAFUE|magoba|15|fisheries and livestock|||40000|40000|40000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0076|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|82|empowerment_grant|mumvuri womens club|goat keeping|LUSAKA|KAFUE|KAFUE|chiawa|mugurameno|fisheries and livestock|||38000|30000|30000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0077|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|83|empowerment_grant|UJUMA|transport|LUSAKA|KAFUE|KAFUE|shabusale||fisheries and livestock|||40000|30000|30000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0078|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|84|empowerment_grant|progress youth united club|transport|LUSAKA|KAFUE|KAFUE|shikoswe||fisheries and livestock|||40000|30000|30000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0079|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|85|empowerment_grant|kafue music unite youth club|music equipment and production|LUSAKA|KAFUE|KAFUE|shabusale||social|||40000|30000|30000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0080|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|86|empowerment_grant|kafue youth united group|poultry|LUSAKA|KAFUE|KAFUE|shabusale||fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0081|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|87|empowerment_grant|zibazako multpurpose society|poultry|LUSAKA|KAFUE|KAFUE|shimabala|zone 2|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0082|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|88|empowerment_grant|Twapenga multpurpose co-operative society|poultry|LUSAKA|KAFUE|KAFUE|shimabala|zon e2|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0083|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|89|empowerment_grant|bemaana multpurpose co-operative society|poultry|LUSAKA|KAFUE|KAFUE|shimabala|zone 2|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0084|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|90|empowerment_grant|tubalange multipurpose society|poultry|LUSAKA|KAFUE|KAFUE|shimabala|2|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0085|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|91|empowerment_grant|mwabonwa multipurpose co-operative society|poultry|LUSAKA|KAFUE|KAFUE|shimabala|2|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0086|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|92|empowerment_grant|waweni club|poultry|LUSAKA|KAFUE|KAFUE|kabweza|kasamu village|fisheries and livestock|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0087|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|93|empowerment_grant|MUCHIDZA YOUTH CLUB|GARDENING/TOMATOES|LUSAKA|KAFUE|KAFUE|CHISAKILA|MBOOZA|agriculture|||40000|25000|25000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0088|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|94|empowerment_grant|MADHIRO GROUP|CULTURE|LUSAKA|KAFUE|KAFUE|KAMBALE|||||30000|20000|20000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0089|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|95|empowerment_grant|MPIRGA MULTI-PURPOSE|GOAT KEEPING|LUSAKA|KAFUE|KAFUE|KAMBALE|||||30000|20000|20000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_empowerment_grants_0090|2024|kafue_2024_cdf_submission.xlsx|Empowerment Grants|96|empowerment_grant|TWEENDA YOUTH CLUB|POULTRY|LUSAKA|KAFUE|KAFUE|KABWEZA|||||30000|20000|20000||||2024-05-12 00:00:00|2024-07-30 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0001|2024|kafue_2024_cdf_submission.xlsx|LOANS|7|cdf_loan||TOMATO GROWING & FISH FARMING|LUSAKA|KAFUE|KAFUE|CHITENDE|KANYANGALA|AGRICULTURE & LIVESTOCK||00.08.2024|192800|192800|192800|192800||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0002|2024|kafue_2024_cdf_submission.xlsx|LOANS|8|cdf_loan||TOMATO GROWING|LUSAKA|KAFUE|KAFUE|KAMBALE|GOTA-GOTA|AGRICULTURE||00.08.2024|176250|176250|176250|176250||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0003|2024|kafue_2024_cdf_submission.xlsx|LOANS|9|cdf_loan||POULTRY|LUSAKA|KAFUE|KAFUE|KAMBALE|CHIAWA|FISHERIES AND LIVESTOCK||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0004|2024|kafue_2024_cdf_submission.xlsx|LOANS|10|cdf_loan||POULTRY/ LAYERS|LUSAKA|KAFUE|KAFUE|KAMBALE|GOTA-GOTA|FISHERIES AND LIVESTOCK||00.08.2024|197150|197150|197150|197150||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0005|2024|kafue_2024_cdf_submission.xlsx|LOANS|11|cdf_loan||STOCK FEED PRODUCTION & COOKING OIL EXTRACTION|LUSAKA|KAFUE|KAFUE|KABWEZA||MANUFACTURING & PROCESSING||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0006|2024|kafue_2024_cdf_submission.xlsx|LOANS|12|cdf_loan||COMPLETION OF FLATS|LUSAKA|KAFUE|KAFUE|KASENJE|NABOYE|GENERAL INFRASTRUCTURE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0007|2024|kafue_2024_cdf_submission.xlsx|LOANS|13|cdf_loan||CLOTH MAKING & SUPPLY CHITENGE MATERIALS|LUSAKA|KAFUE|KAFUE|SHIKOSWE|ZONE 2|MANUFACTURING & PROCESSING||00.08.2024|132 500.00|132 500.00|132 500.00|132 500.00||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0008|2024|kafue_2024_cdf_submission.xlsx|LOANS|14|cdf_loan||PIGGERY|LUSAKA|KAFUE|KAFUE|KABWEZA|ZONE 1|FISHERIES AND LIVESTOCK||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0009|2024|kafue_2024_cdf_submission.xlsx|LOANS|15|cdf_loan||PIGGERY|LUSAKA|KAFUE|KAFUE|MUNGU|MUNGU|FISHERIES AND LIVESTOCK||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0010|2024|kafue_2024_cdf_submission.xlsx|LOANS|16|cdf_loan||POULTRY ( BROILER & LAYERS CHICKEN)|LUSAKA|KAFUE|KAFUE|MAGOBA|ZONE 15|FISHERIES & LIVESTOCK||00.08.2024|50000|50000|50000|50000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0011|2024|kafue_2024_cdf_submission.xlsx|LOANS|17|cdf_loan||POULTRY|LUSAKA|KAFUE|KAFUE|LUKOLONGO|NGWENYA|FISHERIES & LIVESTOCK||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0012|2024|kafue_2024_cdf_submission.xlsx|LOANS|18|cdf_loan||GENERAL SUPPLIERS & AGRO BUSINESS|LUSAKA|KAFUE|KAFUE|KASENJE|ZONE 4|TRADE AND COMMERCE||00.08.2024|100000|100000|100000|100000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0013|2024|kafue_2024_cdf_submission.xlsx|LOANS|19|cdf_loan||PURCHASE AND SELLING OF DRUGS|LUSAKA|KAFUE|KAFUE|KASENJE|ZONE 2|HEALTH||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0014|2024|kafue_2024_cdf_submission.xlsx|LOANS|20|cdf_loan||BOUTIQUE|LUSAKA|KAFUE|KAFUE|SHABUSALE|ZONE 9|TRADE AND COMMERCE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0015|2024|kafue_2024_cdf_submission.xlsx|LOANS|21|cdf_loan||BUTCHERY BUSINESS|LUSAKA|KAFUE|KAFUE|SHIKOSWE|OLD SHIKOSWE|FISHERIES AND LIVESTOCK||00.08.2024|150000|150000|150000|150000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0016|2024|kafue_2024_cdf_submission.xlsx|LOANS|22|cdf_loan||CARPENTRY AND JOINERY/ CONSTRUCTION|LUSAKA|KAFUE|KAFUE|KAFUE|CHAWAMA|GENERAL INFRASTRUCTURE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0017|2024|kafue_2024_cdf_submission.xlsx|LOANS|23|cdf_loan||(MILLING) EXPANSION BUSINESS|LUSAKA|KAFUE|KAFUE|KAFUE|MUCHUTO|MANUFACTURING & PROCESSING||00.08.2024|97000|97000|97000|97000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0018|2024|kafue_2024_cdf_submission.xlsx|LOANS|24|cdf_loan||POULTRY|LUSAKA|KAFUE|KAFUE|KAFUE|ZONE 3|FISHERIES AND LIVESTOCK||00.08.2024|24000|24000|24000|24000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0019|2024|kafue_2024_cdf_submission.xlsx|LOANS|25|cdf_loan||PIGGERY|LUSAKA|KAFUE|KAFUE|LUKOLONGO|ZONE 2|FISHERIES AND LIVESTOCK||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0020|2024|kafue_2024_cdf_submission.xlsx|LOANS|26|cdf_loan||SUPPLIER OF GOODS AND BUILDING MATERIALS|LUSAKA|KAFUE|KAFUE|MATANDA|LUMUMBA|GENERAL INFRASTRUCTURE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0021|2024|kafue_2024_cdf_submission.xlsx|LOANS|27|cdf_loan||POULTRY|LUSAKA|KAFUE|KAFUE|MATANDA|KASAKA|FISHERIES AND LIVESTOCK||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0022|2024|kafue_2024_cdf_submission.xlsx|LOANS|28|cdf_loan||SKILLS TRAINING|LUSAKA|KAFUE|KAFUE|MATANDA|LUMUMBA|EDUCATION||00.08.2024|120000|120000|120000|120000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0023|2024|kafue_2024_cdf_submission.xlsx|LOANS|29|cdf_loan||AUTO-SPARES RETAIL|LUSAKA|KAFUE|KAFUE|MATANDA|NANGONGWE|TRANSPORT & LOGISTICS||00.08.2024|100000|100000|100000|100000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0024|2024|kafue_2024_cdf_submission.xlsx|LOANS|30|cdf_loan||GROCERY|LUSAKA|KAFUE|KAFUE|MATANDA|LUMUMBA|TRADE AND COMMERCE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0025|2024|kafue_2024_cdf_submission.xlsx|LOANS|31|cdf_loan||CROP FARMING|LUSAKA|KAFUE|KAFUE|CHISANKANE|ZONE 2|AGRICULTURE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0026|2024|kafue_2024_cdf_submission.xlsx|LOANS|32|cdf_loan||CONSTRUCTION OF CONFERENCE HALL|LUSAKA|KAFUE|KAFUE|MATANDA|RAILWAYS|GENERAL INFRASTRUCTURE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0027|2024|kafue_2024_cdf_submission.xlsx|LOANS|33|cdf_loan||CAR WASH|LUSAKA|KAFUE|KAFUE|CHISANKANE|ZONE 3|TRADE AND COMMERCE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0028|2024|kafue_2024_cdf_submission.xlsx|LOANS|34|cdf_loan||HARDWARE|LUSAKA|KAFUE|KAFUE|CHISAKILA|MALABANYIKA|TRADE AND COMMERCE||00.08.2024|160000|160000|160000|160000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0029|2024|kafue_2024_cdf_submission.xlsx|LOANS|35|cdf_loan||PIGGERY|LUSAKA|KAFUE|KAFUE|KABWEZA|ZONE 2|FISHERIES AND LIVESTOCK||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_loans_0030|2024|kafue_2024_cdf_submission.xlsx|LOANS|36|cdf_loan||CAR & TRUCK PARKING LOT PLUS CAR WASH|LUSAKA|KAFUE|KAFUE|SHIKOSWE|1|TRADE AND COMMERCE||00.08.2024|200000|200000|200000|200000||||10.06.2024|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0001|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|7|community_project|CONSTRUCTION OF KITCHEN & DINING HALL AT CHITEDE SECONDARY SCHOOL|CONSTRRUCTION OF A DINNING HALL|Lusaka|kafue|kafue|CHIAWA|CHITENDE|EDUCATION|CHITENDE SECONDARY SCHOOL|PROCUREMENT STAGE|||1800000||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0002|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|8|community_project|COMPLETION OF ABLUTION BLOCK AT KASENJE PRIMARY SCHOOL|COMPLETE CONSTRUCTION AN ABLUTION BLOCK|Lusaka|kafue|kafue|KASENJE|KASENJE|EDUCATION|KASENJE PRIMARY SCHOOL|PROCUREMENT STAGE|||350000||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0003|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|9|community_project|DESKS FOR DIFFERENT SCHOOLS|PROCUREMENT OF DESKS|Lusaka|kafue|kafue|KAFUE CONSTITUENCY||EDUCATION|KAFUE CONSTITUENCY|PROCUREMENT STAGE|||3000000||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0004|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|10|community_project|CONSTRUCTION OF 1X3 CLASSROOM WITH 75 DESKS|CONSTRUCTION OF A SCHOOL AND STAFF HOUSES|Lusaka|kafue|kafue|CHISAKILA|CHISAKILA|EDUCATION|SHAMPEYO COMMUNITY SCHOOL|PROCUREMENT STAGE|||1300000||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0005|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|11|community_project|CONSTRUCTION OF 1X3 CLASSROOM BLOCK WITH 75 DESKS|CONSTUCTION OF 1X3 CLASSROOM, ABLUTION BLOCK AND WATER RETICULATION|Lusaka|kafue|kafue|KAFUE|KAFUE|EDUCATION|MUCHUTO BASIC SCHOOL|PROCUREMENT STAGE|||1100000||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0006|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|12|community_project|STREET LIGHTING|PUTTING UP OF STREET LIGHTS IN KASENJE|Lusaka|kafue|kafue|KASENJE||ROADS||PROCUREMENT STAGE|||1100000.84||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0007|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|13|community_project|CONSTRUCTION OF 1X3 CLASSROOM BLOCK AT SHAMANJANJI WITH 75 DESKS|CONSTRUCTION OF 1X3 CLASSROOM|Lusaka|kafue|kafue|MALUNDU|SHAMAJANJI|EDUCATION|SHAMANJANJI|PROCUREMENT STAGE|||1300000||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0008|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|14|community_project|MAINTENANCE OF SHANTUMBU ROAD|SPORT GRAVELLING AND PUTTING MOLESES|Lusaka|kafue|kafue|CHISANKANE||ROADS|SHATUMBU ROAD|PROCUREMENT STAGE|||200000||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0009|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|15|community_project|ROAD MAINTENANCE (KASEKELE ROAD)|GRADING|Lusaka|kafue|kafue|KAFUE|CHAWAMA|ROADS|KASAKELE ROAD|PROCUREMENT STAGE|||500000||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0010|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|16|community_project|ROAD MAINTENANCE|GRADING|Lusaka|kafue|kafue|MATANDA||ROADS||PROCUREMENT STAGE|||378688||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
cdf_record|2024_kafue_2024_cdf_submission_community_projects_0011|2024|kafue_2024_cdf_submission.xlsx|COMMUNITY PROJECTS|17|community_project|CONSTRUCTION OF ABLUTION BLOCK AND CONCRETE APRONE|CONSTRUCTION OF AN ABLUTION BLOCK AT THE MARKET|Lusaka|kafue|kafue|KAMBALE||MARKETS|KAMBALE MARKET SHELTER|PROCUREMENT STAGE|||320511.28||||21.02.2024||https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2024 cdf submission|2026-09-11
